longitude latitude
-105.997192382812 31.9939613342285
-104.91429901123 31.9882354736328
-104.845550537109 31.9939613342285
-104.014755249023 31.9939613342285
-103.963188171387 31.9939613342285
-103.716819763184 31.9939613342285
-103.361587524414 31.9939613342285
-103.07511138916 31.9939613342285
-103.07511138916 32.0741806030273
-103.07511138916 32.5096244812012
-103.069381713867 32.9450721740723
-103.06364440918 33.3862533569336
-103.06364440918 33.5524101257324
-103.057914733887 33.8217010498047
-103.052185058594 34.2972526550293
-103.052185058594 34.3144416809082
-103.046455383301 34.7327003479004
-103.046455383301 34.93896484375
-103.046455383301 35.1738777160645
-103.046455383301 35.6093292236328
-103.046455383301 35.7296485900879
-103.046455383301 36.0447769165039
-103.046455383301 36.4802207946777
-103.000625610352 36.4802207946777
-103.000625610352 36.4802207946777
-103.000625610352 36.4802207946777
-102.15837097168 36.4916839599609
-102.01513671875 36.4916839599609
-101.625526428223 36.4916839599609
-101.075485229492 36.4859504699707
-100.943710327148 36.4916839599609
-100.542633056641 36.4916839599609
-100.004051208496 36.4916839599609
-100.004051208496 36.0447769165039
-100.004051208496 35.8786201477051
-100.009780883789 35.6150550842285
-100.004051208496 35.4145202636719
-100.009780883789 35.1796112060547
-100.004051208496 35.0306396484375
-100.004051208496 34.7498931884766
-99.9983291625977 34.5608139038086
-99.9868698120117 34.5608139038086
-99.946762084961 34.5608139038086
-99.9181060791016 34.5608139038086
-99.8894577026367 34.5493545532227
-99.8493576049805 34.5207099914551
-99.8207092285156 34.5035171508789
-99.8092498779297 34.4748725891113
-99.757682800293 34.4347648620605
-99.7175750732422 34.3889274597168
-99.6889266967773 34.3774681091309
-99.6602783203125 34.3831977844238
-99.6087112426758 34.3717384338379
-99.5915222167969 34.3774681091309
-99.574333190918 34.4118461608887
-99.562873840332 34.4175758361816
-99.499855041504 34.4175758361816
-99.4711990356445 34.4118461608887
-99.4310913085938 34.3774681091309
-99.4081802368164 34.3774681091309
-99.390983581543 34.4003829956055
-99.38525390625 34.4404945373535
-99.3738021850586 34.4462203979492
-99.3566131591797 34.4576835632324
-99.3336944580078 34.4462203979492
-99.316505432129 34.4233016967773
-99.293586730957 34.4118461608887
-99.2649383544922 34.4003829956055
-99.2362899780273 34.3660087585449
-99.2133712768555 34.343090057373
-99.1904525756836 34.343090057373
-99.1904525756836 34.3087120056152
-99.2019119262695 34.2456855773926
-99.1904525756836 34.2227668762207
-99.1618041992188 34.211311340332
-99.0930557250977 34.2055816650391
-99.041488647461 34.2055816650391
-99.0128326416016 34.211311340332
-98.9841842651367 34.2227668762207
-98.9498138427734 34.211311340332
-98.9211654663086 34.1826629638672
-98.8810577392578 34.1654739379883
-98.835220336914 34.1540107727051
-98.8008422851562 34.1540107727051
-98.7664642333984 34.1482849121094
-98.7492752075195 34.1310958862305
-98.7206344604492 34.1368255615234
-98.6919784545898 34.1540107727051
-98.657600402832 34.1540107727051
-98.6289596557617 34.1540107727051
-98.6060333251953 34.176929473877
-98.5773849487305 34.1540107727051
-98.5544738769531 34.1425552368164
-98.5372848510742 34.0967178344727
-98.5086364746094 34.0737991333008
-98.485710144043 34.0623397827148
-98.4456100463867 34.0680732727051
-98.4226913452148 34.0852584838867
-98.411231994629 34.0852584838867
-98.39404296875 34.1425552368164
-98.382583618164 34.1540107727051
-98.3539352416992 34.1654739379883
-98.3252868652344 34.1540107727051
-98.2794494628906 34.1253662109375
-98.210693359375 34.1196365356445
-98.1820526123047 34.1196365356445
-98.1591262817383 34.1310958862305
-98.130485534668 34.1540107727051
-98.1132888793945 34.1482849121094
-98.0903778076172 34.1368255615234
-98.0846481323242 34.1196365356445
-98.1018371582031 34.0852584838867
-98.0961074829102 34.039421081543
-98.0731811523438 34.0107727050781
-98.0445404052734 33.9993171691895
-97.9987030029297 34.0107727050781
-97.9643249511719 33.9935836791992
-97.947135925293 33.9821281433105
-97.9643249511719 33.9534797668457
-97.9757843017578 33.9191017150879
-97.9757843017578 33.9133720397949
-97.952865600586 33.8675346374512
-97.9070281982422 33.8503456115723
-97.8841094970703 33.8388862609863
-97.8611907958984 33.8388862609863
-97.8325424194336 33.8618049621582
-97.8038940429688 33.896183013916
-97.7809753417969 33.9248313903809
-97.763786315918 33.9420204162598
-97.7351455688477 33.9534797668457
-97.7179489135742 33.9763984680176
-97.6950378417969 33.9821281433105
-97.6549224853516 33.9821281433105
-97.6205444335938 33.9763984680176
-97.5976333618164 33.9420204162598
-97.5861740112305 33.907642364502
-97.5632553100586 33.901912689209
-97.5460662841797 33.9248313903809
-97.5174179077148 33.9133720397949
-97.48876953125 33.9133720397949
-97.4658508300781 33.8789939880371
-97.4543914794922 33.8331565856934
-97.4257431030273 33.8102378845215
-97.3913650512695 33.7987823486328
-97.3283386230469 33.8675346374512
-97.305419921875 33.8618049621582
-97.2767791748047 33.8618049621582
-97.2595825195312 33.901912689209
-97.236671447754 33.9133720397949
-97.2080154418945 33.901912689209
-97.1851043701172 33.8675346374512
-97.1736373901367 33.8446159362793
-97.1908340454102 33.8217010498047
-97.2137451171875 33.7930526733398
-97.1965637207031 33.7529449462891
-97.1679077148438 33.7185668945312
-97.1392669677734 33.7128372192383
-97.1106185913086 33.7242965698242
-97.0991592407227 33.7529449462891
-97.0991592407227 33.7987823486328
-97.0819625854492 33.8102378845215
-97.1106185913086 33.8274269104004
-97.1106185913086 33.8503456115723
-97.0876998901367 33.8560752868652
-97.0590515136719 33.8446159362793
-97.0361328125 33.8331565856934
-96.9788360595703 33.8847236633301
-96.9902954101562 33.9534797668457
-96.9444580078125 33.9534797668457
-96.9158096313477 33.9649391174316
-96.8928909301758 33.9477462768555
-96.8814315795898 33.8560752868652
-96.8642501831055 33.8446159362793
-96.841323852539 33.8618049621582
-96.8012161254883 33.8618049621582
-96.7668380737305 33.8331565856934
-96.7381973266602 33.8217010498047
-96.7152709960938 33.8331565856934
-96.6923599243164 33.8847236633301
-96.66943359375 33.9133720397949
-96.6407928466797 33.907642364502
-96.6350631713867 33.8847236633301
-96.6121444702148 33.8847236633301
-96.594955444336 33.890453338623
-96.589225769043 33.8675346374512
-96.6121444702148 33.8503456115723
-96.6350631713867 33.8446159362793
-96.6236038208008 33.8217010498047
-96.5433883666992 33.8102378845215
-96.5261993408203 33.7873191833496
-96.5147399902344 33.7644004821777
-96.4803619384766 33.7644004821777
-96.4574508666992 33.770133972168
-96.4230651855469 33.7472152709961
-96.388687133789 33.7242965698242
-96.3657760620117 33.6956481933594
-96.3371200561523 33.6956481933594
-96.3142013549805 33.7414855957031
-96.2912902832031 33.7472152709961
-96.2626342773438 33.7529449462891
-96.2339935302734 33.7529449462891
-96.2110748291016 33.7529449462891
-96.1881561279297 33.770133972168
-96.1537780761719 33.8217010498047
-96.113670349121 33.8331565856934
-96.0678329467773 33.8560752868652
-95.9990768432617 33.8503456115723
-95.9818878173828 33.8388862609863
-95.9647064208984 33.8675346374512
-95.9188690185547 33.8675346374512
-95.8615646362305 33.8675346374512
-95.8271942138672 33.8675346374512
-95.7870864868164 33.8675346374512
-95.7928161621094 33.896183013916
-95.7813568115234 33.9133720397949
-95.7469787597656 33.907642364502
-95.7297897338867 33.9191017150879
-95.7011413574219 33.907642364502
-95.661033630371 33.9248313903809
-95.6209259033203 33.9592094421387
-95.5865478515625 33.9592094421387
-95.5636291503906 33.9534797668457
-95.5521774291992 33.9133720397949
-95.5292510986328 33.896183013916
-95.483413696289 33.901912689209
-95.4375762939453 33.890453338623
-95.4031982421875 33.8847236633301
-95.3688278198242 33.901912689209
-95.3229904174805 33.9133720397949
-95.3000717163086 33.907642364502
-95.2828826904297 33.9133720397949
-95.2656936645508 33.9592094421387
-95.242774963379 33.9821281433105
-95.1625595092773 33.9763984680176
-95.1453704833984 33.9649391174316
-95.1109924316406 33.9420204162598
-95.0938110351562 33.9191017150879
-95.0708847045898 33.896183013916
-95.030776977539 33.8847236633301
-94.9906692504883 33.890453338623
-94.967758178711 33.8789939880371
-94.956298828125 33.8503456115723
-94.8989944458008 33.7930526733398
-94.8646240234375 33.7758636474609
-94.8302459716797 33.7758636474609
-94.7958679199219 33.7758636474609
-94.784408569336 33.7529449462891
-94.7500305175781 33.7472152709961
-94.7328414916992 33.7300262451172
-94.7156524658203 33.7357559204102
-94.6984634399414 33.7185668945312
-94.6812744140625 33.7300262451172
